name,set_name,rarity,primary_type,cmc,usd_price,edhrec_rank,legal_formats_count,value_score,reserved,game_changer,reprint
Chainsaw,Duskmourn: House of Horror,rare,Artifact,2.0,0.82,4124.0,16,64.0,0,0,0
"Liliana, Untouched by Death",Starter Commander Decks,mythic,Planeswalker,4.0,1.18,6952.0,12,64.0,0,0,1
Inga and Esika,March of the Machine,rare,Creature,4.0,2.28,2299.0,12,64.0,0,0,0
Anguished Unmaking,Secret Lair Drop,rare,Instant,3.0,5.87,156.0,12,64.0,0,0,1
"Liliana, Death Mage",The List,mythic,Planeswalker,6.0,1.12,13165.0,12,64.0,0,0,1
Esper Sentinel,Modern Horizons 2 Timeshifts,rare,Creature,1.0,56.26,75.0,10,64.0,0,0,1
Aetherize,Secret Lair Drop,rare,Instant,4.0,19.96,315.0,16,64.0,0,0,1
Drana and Linvala,March of the Machine,rare,Creature,4.0,6.51,1768.0,12,64.0,0,0,0
"Akiri, Fearless Voyager",Zendikar Rising,rare,Creature,3.0,4.86,2025.0,12,64.0,0,0,0
Authority of the Consuls,Foundations,rare,Enchantment,1.0,3.78,385.0,16,64.0,0,0,1
Ghalta and Mavren,March of the Machine,rare,Creature,7.0,4.64,1708.0,12,64.0,0,0,0
Vanquisher's Banner,The Lost Caverns of Ixalan Commander,rare,Artifact,5.0,4.63,342.0,12,64.0,0,0,1
Rampaging Baloths,Edge of Eternities Commander,rare,Creature,6.0,0.33,360.0,17,64.0,0,0,1
Arasta of the Endless Web,Theros Beyond Death,rare,Creature,4.0,3.61,1077.0,12,64.0,0,0,0
Alhammarret's Archive,Commander 2021,mythic,Artifact,5.0,11.86,953.0,8,64.0,0,0,1
Sheltered Thicket,Lorwyn Eclipsed Commander,rare,Land,0.0,0.27,624.0,12,64.0,0,0,1
"Nissa, Who Shakes the World",War of the Spark,rare,Planeswalker,5.0,4.02,1530.0,12,64.0,0,0,0
Approach of the Second Sun,Amonkhet,rare,Sorcery,7.0,3.64,1030.0,12,64.0,0,0,0
"Braids, Arisen Nightmare",Edge of Eternities Commander,rare,Creature,3.0,2.76,290.0,12,64.0,0,0,1
Polyraptor,Secret Lair Drop,mythic,Creature,8.0,15.76,3602.0,12,64.0,0,0,1
Supreme Verdict,Ravnica: Clue Edition,rare,Sorcery,4.0,2.92,464.0,12,64.0,0,0,1
Serra's Sanctum,Urza's Saga,rare,Land,0.0,399.89,3016.0,6,64.0,1,1,0
Bayou,Revised Edition,rare,Land,0.0,411.65,433.0,7,63.5,1,0,1
Scrubland,Revised Edition,rare,Land,0.0,410.14,386.0,7,63.5,1,0,1
Plateau,Revised Edition,rare,Land,0.0,341.8,456.0,7,63.5,1,0,1
Underground Sea,Revised Edition,rare,Land,0.0,927.92,299.0,7,63.5,1,0,1
Badlands,Revised Edition,rare,Land,0.0,457.79,387.0,7,63.5,1,0,1
"Mikaeus, the Unhallowed",Commander Masters,mythic,Creature,6.0,28.09,1232.0,7,63.5,0,0,1
"Alibou, Ancient Witness",Commander 2021,mythic,Creature,5.0,5.7,2569.0,9,63.5,0,0,0
Pearl Medallion,Modern Horizons 3,rare,Artifact,2.0,4.25,492.0,13,63.5,0,0,1
Volcanic Island,Revised Edition,rare,Land,0.0,748.92,350.0,7,63.5,1,0,1
The Wandering Emperor,Kamigawa: Neon Dynasty Promos,mythic,Planeswalker,4.0,3.39,5378.0,11,63.5,0,0,1
"Azusa, Lost but Seeking",Commander Masters,rare,Creature,3.0,12.23,295.0,13,63.5,0,0,1
"Ragavan, Nimble Pilferer",Multiverse Legends,mythic,Creature,1.0,46.35,268.0,7,63.5,0,0,1
"Liliana, the Last Hope",Double Masters 2022,mythic,Planeswalker,3.0,4.12,7435.0,11,63.5,0,0,1
Diabolic Intent,Final Fantasy: Through the Ages,rare,Sorcery,2.0,13.3,263.0,13,63.5,0,0,1
"Ajani, Nacatl Pariah // Ajani, Nacatl Avenger",Modern Horizons 3,mythic,Creature,2.0,9.41,4516.0,7,63.5,0,0,0
Tundra,Revised Edition,rare,Land,0.0,570.17,371.0,7,63.5,1,0,1
Savannah,Revised Edition,rare,Land,0.0,366.83,470.0,7,63.5,1,0,1
Tropical Island,Revised Edition,rare,Land,0.0,530.98,365.0,7,63.5,1,0,1
Ancient Copper Dragon,Commander Legends: Battle for Baldur's Gate,mythic,Creature,6.0,106.83,652.0,9,63.5,0,0,0
Ancient Silver Dragon,Commander Legends: Battle for Baldur's Gate,mythic,Creature,8.0,61.94,1374.0,9,63.5,0,0,0
Taiga,Revised Edition,rare,Land,0.0,385.49,438.0,7,63.5,1,0,1
Blightsteel Colossus,Secret Lair Drop,mythic,Creature,12.0,27.26,1055.0,8,63.0,0,0,1
Exotic Orchard,Secrets of Strixhaven Commander,rare,Land,0.0,0.73,9.0,8,63.0,0,0,1
Absorb,Invasion,rare,Instant,3.0,3.56,3788.0,14,63.0,0,0,0
"Sorin, Imperious Bloodlord",Innistrad Remastered,mythic,Planeswalker,3.0,3.29,3943.0,8,63.0,0,0,1
Gruff Triplets,Wilds of Eldraine,rare,Creature,6.0,0.31,4691.0,15,63.0,0,0,0
Wishclaw Talisman,Foundations,rare,Artifact,2.0,2.0,506.0,16,63.0,0,0,1
Scute Swarm,Duskmourn: House of Horror Commander,rare,Creature,3.0,4.66,225.0,12,63.0,0,0,1
Chandra Ablaze,Zendikar,mythic,Planeswalker,6.0,3.73,13998.0,8,63.0,0,0,0
Coiling Rebirth,Bloomburrow,rare,Sorcery,5.0,0.16,4206.0,16,63.0,0,0,0
Return of the Wildspeaker,Lorwyn Eclipsed Commander,rare,Instant,5.0,0.65,174.0,12,63.0,0,0,1
Artist's Talent,Bloomburrow,rare,Enchantment,2.0,6.39,1721.0,15,63.0,0,0,0
Darkstar Augur,Bloomburrow,rare,Creature,3.0,0.33,3321.0,16,63.0,0,0,0
"Toski, Bearer of Secrets",Murders at Karlov Manor Commander,rare,Creature,4.0,3.06,374.0,12,63.0,0,0,1
Ingenious Prodigy,Wilds of Eldraine,rare,Creature,1.0,0.54,3524.0,15,63.0,0,0,0
Blackblade Reforged,Dominaria United Commander,rare,Artifact,2.0,3.07,328.0,12,63.0,0,0,1
Claim Jumper,Outlaws of Thunder Junction,rare,Creature,3.0,0.84,1823.0,15,63.0,0,0,0
Oracle of Mul Daya,Edge of Eternities Commander,rare,Creature,4.0,3.09,479.0,12,63.0,0,0,1
Fear of Missing Out,Duskmourn: House of Horror,rare,Creature,2.0,2.71,2703.0,15,63.0,0,0,0
Professional Face-Breaker,Final Fantasy Commander,rare,Creature,3.0,3.84,216.0,12,63.0,0,0,1
Blasphemous Act,Secrets of Strixhaven Commander,rare,Sorcery,9.0,1.95,23.0,10,63.0,0,0,1
Essence Channeler,Bloomburrow,rare,Creature,2.0,0.65,4063.0,16,63.0,0,0,0
Phyrexian Metamorph,Edge of Eternities Commander,rare,Creature,4.0,1.96,298.0,12,63.0,0,0,1
Psychosis Crawler,Murders at Karlov Manor Commander,rare,Creature,5.0,1.92,450.0,12,63.0,0,0,1
Ghostly Dancers,Duskmourn: House of Horror,rare,Creature,5.0,0.4,3854.0,16,63.0,0,0,0
Aven Interrupter,Outlaws of Thunder Junction,rare,Creature,3.0,3.88,1788.0,14,63.0,0,0,0
City of Brass,Teenage Mutant Ninja Turtles Eternal,rare,Land,0.0,9.8,99.0,8,63.0,0,0,1
"Ezuri, Stalker of Spheres",Phyrexia: All Will Be One,rare,Creature,4.0,0.65,3035.0,12,63.0,0,0,0
"Tamiyo, Inquisitive Student // Tamiyo, Seasoned Scholar",Modern Horizons 3,mythic,Creature,1.0,19.22,6984.0,9,62.5,0,0,0
Treasure Vault,Adventures in the Forgotten Realms,rare,Artifact,0.0,1.5,500.0,11,62.5,0,0,0
Cursed Mirror,Secrets of Strixhaven Commander,rare,Artifact,3.0,1.95,448.0,11,62.5,0,0,1
"Jace, Vryn's Prodigy // Jace, Telepath Unbound",Magic Origins,mythic,Creature,2.0,5.0,6347.0,11,62.5,0,0,0
Sanguine Bond,Tales of Middle-earth Commander,rare,Enchantment,5.0,3.71,493.0,13,62.5,0,0,1
Altaïr Ibn-La'Ahad,Assassin's Creed,mythic,Creature,3.0,6.12,6441.0,7,62.5,0,0,0
"Kozilek, Butcher of Truth",Modern Masters 2015,mythic,Creature,10.0,40.34,1067.0,7,62.5,0,0,1
Black Market Connections,Assassin's Creed,rare,Enchantment,3.0,15.78,133.0,11,62.5,0,0,1
Goblin Bombardment,Modern Horizons 2,rare,Enchantment,2.0,3.67,455.0,13,62.5,0,0,1
Mystic Forge,Commander Masters,rare,Artifact,4.0,2.71,426.0,11,62.5,0,0,1
City of Traitors,Exodus,rare,Land,0.0,485.91,1282.0,7,62.5,1,0,0
Sevinne's Reclamation,Modern Horizons 3,rare,Sorcery,3.0,0.56,344.0,11,62.5,0,0,1
Rugged Prairie,Secrets of Strixhaven Commander,rare,Land,0.0,0.73,317.0,8,62.0,0,0,1
Cavalier of Dawn,Core Set 2020 Promos,mythic,Creature,5.0,11.88,5369.0,12,62.0,0,0,1
"Clement, the Worrywort",Bloomburrow,rare,Creature,3.0,0.28,6365.0,16,62.0,0,0,0
Mosswort Bridge,Tarkir: Dragonstorm Commander,rare,Land,0.0,0.28,193.0,8,62.0,0,0,1
"Sram, Senior Edificer",Secrets of Strixhaven Commander,rare,Creature,2.0,3.33,472.0,12,62.0,0,0,1
"Archangel Avacyn // Avacyn, the Purifier",Innistrad Remastered,mythic,Creature,5.0,3.26,7291.0,12,62.0,0,0,1
Chandra's Ignition,The Lost Caverns of Ixalan Commander,rare,Sorcery,5.0,4.84,496.0,12,62.0,0,0,1
Flooded Grove,Tarkir: Dragonstorm Commander,rare,Land,0.0,0.31,321.0,8,62.0,0,0,1
Eternity Vessel,Zendikar,mythic,Artifact,6.0,22.24,9645.0,8,62.0,0,0,0
Auntie's Hovel,Lorwyn,rare,Land,0.0,6.58,11056.0,12,62.0,0,0,0
"Fblthp, Lost on the Range",Outlaws of Thunder Junction,rare,Creature,3.0,0.33,4373.0,15,62.0,0,0,0
Swiftfoot Boots,Tarkir: Dragonstorm Commander,uncommon,Artifact,2.0,2.05,12.0,15,62.0,0,0,1
Demonic Counsel,Duskmourn: House of Horror,rare,Sorcery,2.0,1.95,1928.0,16,62.0,0,0,0
Hardened Scales,Secrets of Strixhaven Commander,rare,Enchantment,1.0,2.66,199.0,12,62.0,0,0,1
Dour Port-Mage,Bloomburrow,rare,Creature,2.0,1.51,1565.0,16,62.0,0,0,0
Archpriest of Shadows,March of the Machine,rare,Creature,5.0,1.44,2922.0,12,62.0,0,0,0
Cascade Bluffs,Edge of Eternities Commander,rare,Land,0.0,0.44,324.0,8,62.0,0,0,1
"Breeches, the Blastmaker",Outlaws of Thunder Junction,rare,Creature,3.0,0.26,7641.0,15,62.0,0,0,0
Sarkhan Vol,Shards of Alara,mythic,Planeswalker,4.0,2.87,15376.0,8,62.0,0,0,0
Fetid Heath,Secrets of Strixhaven Commander,rare,Land,0.0,0.74,376.0,8,62.0,0,0,1
"Eriette, the Beguiler",Outlaws of Thunder Junction,rare,Creature,4.0,0.22,13470.0,15,62.0,0,0,0
Unnatural Growth,Innistrad Remastered,rare,Enchantment,5.0,2.5,451.0,12,62.0,0,0,1
Snapcaster Mage,Innistrad,rare,Creature,2.0,15.98,1469.0,10,62.0,0,0,0
Avatar's Wrath,Avatar: The Last Airbender,rare,Sorcery,4.0,3.66,2383.0,16,62.0,0,0,0
Rogue's Passage,Secrets of Strixhaven Commander,uncommon,Land,0.0,0.98,19.0,15,62.0,0,0,1
"Invasion of Ikoria // Zilortha, Apex of Ikoria",March of the Machine,rare,Creature,2.0,11.5,1205.0,12,62.0,0,0,0
Entity Tracker,Duskmourn: House of Horror,rare,Creature,3.0,0.56,2269.0,16,62.0,0,0,0
Archmage Emeritus,Secrets of Strixhaven Commander,rare,Creature,4.0,3.54,267.0,12,62.0,0,0,1
"Boseiju, Who Shelters All",Tales of Middle-earth Commander,mythic,Land,0.0,14.1,2856.0,8,62.0,0,0,1
Twilight Mire,Secrets of Strixhaven Commander,rare,Land,0.0,0.71,420.0,8,62.0,0,0,1
Animation Module,Kaladesh,rare,Artifact,1.0,3.25,4182.0,12,62.0,0,0,0
Blind Obedience,Commander 2016,rare,Enchantment,2.0,3.45,468.0,12,62.0,0,0,1
Rishkar's Expertise,The Lost Caverns of Ixalan Commander,rare,Sorcery,6.0,3.32,246.0,12,62.0,0,0,1
Faeburrow Elder,Lorwyn Eclipsed Commander,rare,Creature,3.0,0.38,523.0,12,62.0,0,0,1
Bident of Thassa,The Lost Caverns of Ixalan Commander,rare,Enchantment,4.0,0.41,405.0,12,62.0,0,0,1
Bonders' Enclave,Outlaws of Thunder Junction Commander,rare,Land,0.0,0.64,544.0,12,62.0,0,0,1
Charming Scoundrel,Wilds of Eldraine,rare,Creature,2.0,0.82,3438.0,15,62.0,0,0,0
Voice of Victory,Tarkir: Dragonstorm Promos,rare,Creature,2.0,18.29,626.0,15,62.0,0,0,1
"Bruse Tarl, Roving Rancher",Outlaws of Thunder Junction,rare,Creature,4.0,0.18,14337.0,15,62.0,0,0,0
Blooming Marsh,Outlaws of Thunder Junction,rare,Land,0.0,2.22,1515.0,14,62.0,0,0,1
Shamanic Revelation,New Capenna Commander,rare,Sorcery,5.0,1.27,373.0,12,62.0,0,0,1
"Gev, Scaled Scorch",Bloomburrow,rare,Creature,2.0,0.34,6195.0,16,62.0,0,0,0
Nurturing Peatland,Modern Horizons,rare,Land,0.0,6.84,1543.0,10,62.0,0,0,0
Botanical Sanctum,Outlaws of Thunder Junction,rare,Land,0.0,1.32,1659.0,15,62.0,0,0,1
"Kiki-Jiki, Mirror Breaker",Modern Masters,mythic,Creature,5.0,11.81,1143.0,7,61.5,0,0,1
Sanctum Weaver,Modern Horizons 2,rare,Creature,2.0,4.02,595.0,11,61.5,0,0,0
Loran of the Third Path,Murders at Karlov Manor Commander,rare,Creature,3.0,3.07,358.0,11,61.5,0,0,1
Welcoming Vampire,Tarkir: Dragonstorm Commander,rare,Creature,3.0,2.79,431.0,11,61.5,0,0,1
Bilbo's Ring,The Lord of the Rings: Tales of Middle-earth,rare,Artifact,3.0,14.54,4986.0,11,61.5,0,0,0
Imperial Recruiter,Modern Horizons 2,mythic,Creature,3.0,12.64,609.0,7,61.5,0,0,1
Alchemist's Refuge,Avacyn Restored,rare,Land,0.0,3.29,1156.0,7,61.5,0,0,0
Pact of Negation,Modern Masters,rare,Instant,0.0,17.19,356.0,11,61.5,0,0,1
Invasion of Innistrad // Deluge of the Dead,March of the Machine,mythic,Enchantment,4.0,0.4,10566.0,11,61.5,0,0,0
Chord of Calling,Ravnica Remastered,rare,Instant,3.0,4.88,537.0,13,61.5,0,0,1
"Heliod, the Radiant Dawn // Heliod, the Warped Eclipse",March of the Machine,rare,Creature,4.0,2.91,3094.0,12,61.0,0,0,0
The Tabernacle at Pendrell Vale,Legends,rare,Land,0.0,2899.99,8982.0,6,61.0,1,1,0
"Ozolith, the Shattered Spire",Secrets of Strixhaven Commander,rare,Artifact,2.0,11.87,683.0,12,61.0,0,0,1
Frontier Bivouac,Lorwyn Eclipsed Commander,uncommon,Land,0.0,0.28,380.0,15,61.0,0,0,1
"Rin and Seri, Inseparable // Rin and Seri, Inseparable",Secret Lair Drop,mythic,Other,0.0,11.54,5602.0,12,61.0,0,0,1
Akul the Unrepentant,Outlaws of Thunder Junction,rare,Creature,4.0,0.26,10128.0,15,61.0,0,0,0
Bloated Contaminator,Phyrexia: All Will Be One,rare,Creature,3.0,3.0,2559.0,12,61.0,0,0,0
Another Round,Outlaws of Thunder Junction,rare,Sorcery,3.0,0.36,3480.0,15,61.0,0,0,0
Demolition Field,Foundations,uncommon,Land,0.0,0.27,392.0,15,61.0,0,0,1
Hidetsugu and Kairi,March of the Machine,rare,Creature,5.0,0.36,7644.0,12,61.0,0,0,0
Hell to Pay,Outlaws of Thunder Junction,rare,Sorcery,1.0,0.37,2700.0,15,61.0,0,0,0
Dreamdew Entrancer,Bloomburrow,rare,Creature,4.0,0.23,6705.0,16,61.0,0,0,0
"Baylen, the Haymaker",Secret Lair Drop,rare,Creature,3.0,16.13,2657.0,16,61.0,0,0,1
Arid Archway,Outlaws of Thunder Junction,uncommon,Land,0.0,0.45,1427.0,14,61.0,0,0,0
Midnight Clock,Outlaws of Thunder Junction Commander,rare,Artifact,3.0,0.56,591.0,12,61.0,0,0,1
Grievous Wound,Duskmourn: House of Horror,rare,Enchantment,5.0,0.42,3481.0,16,61.0,0,0,0
Garruk's Uprising,Lorwyn Eclipsed Commander,uncommon,Enchantment,3.0,0.44,92.0,15,61.0,0,0,1
Baral and Kari Zev,March of the Machine,rare,Creature,3.0,0.18,6665.0,12,61.0,0,0,0
Chrome Host Seedshark,March of the Machine,rare,Creature,3.0,0.39,3386.0,12,61.0,0,0,0
Beast Whisperer,Ravnica: Clue Edition,rare,Creature,4.0,9.48,201.0,12,61.0,0,0,1
Cursed Recording,Duskmourn: House of Horror,rare,Artifact,4.0,0.2,11110.0,16,61.0,0,0,0
For the Common Good,Bloomburrow,rare,Sorcery,1.0,1.25,2270.0,16,61.0,0,0,0
Come Back Wrong,Duskmourn: House of Horror,rare,Sorcery,3.0,0.43,3766.0,16,61.0,0,0,0
Icetill Explorer,Edge of Eternities Promos,rare,Creature,4.0,20.97,891.0,15,61.0,0,0,1
Ramunap Excavator,Commander Legends,rare,Creature,3.0,4.41,418.0,12,61.0,0,0,1
Sandsteppe Citadel,Lorwyn Eclipsed Commander,uncommon,Land,0.0,0.29,491.0,15,61.0,0,0,1
Echo of Eons,Mystery Booster 2,mythic,Sorcery,6.0,12.61,2649.0,10,61.0,0,0,1
Encroaching Mycosynth,Phyrexia: All Will Be One,rare,Artifact,4.0,0.38,3781.0,12,61.0,0,0,0
Sphinx Ambassador,Magic 2010,mythic,Creature,7.0,12.2,11335.0,8,61.0,0,0,0
Sage of Hours,Journey into Nyx,mythic,Creature,2.0,12.59,7834.0,8,61.0,0,0,0
Expel the Interlopers,Wilds of Eldraine,rare,Sorcery,5.0,0.34,2710.0,15,61.0,0,0,0
Hoarding Broodlord,March of the Machine,rare,Creature,8.0,4.63,1645.0,12,61.0,0,0,0
Untimely Malfunction,Duskmourn: House of Horror,uncommon,Instant,2.0,4.54,320.0,15,61.0,0,0,0
Mystic Monastery,Edge of Eternities Commander,uncommon,Land,0.0,0.31,372.0,15,61.0,0,0,1
Opulent Palace,Lorwyn Eclipsed Commander,uncommon,Land,0.0,0.33,368.0,15,61.0,0,0,1
"Glissa, Herald of Predation",March of the Machine,rare,Creature,5.0,0.33,9565.0,12,61.0,0,0,0
Nomad Outpost,Tarkir: Dragonstorm,uncommon,Land,0.0,0.34,355.0,15,61.0,0,0,1
Nesting Grounds,Lorwyn Eclipsed Commander,rare,Land,0.0,0.29,574.0,11,60.5,0,0,1
Utvara Hellkite,Ravnica Remastered,mythic,Creature,8.0,11.86,1424.0,7,60.5,0,0,1
"Tasha, the Witch Queen",Commander Legends: Battle for Baldur's Gate,mythic,Planeswalker,5.0,7.96,4160.0,5,60.5,0,0,0
Glasspool Mimic // Glasspool Shore,Zendikar Rising,rare,Creature,3.0,6.19,1171.0,11,60.5,0,0,0
Knight of the White Orchid,March of the Machine Commander,rare,Creature,2.0,4.24,608.0,13,60.5,0,0,1
Kessig Wolf Run,Tarkir: Dragonstorm Commander,rare,Land,0.0,0.31,375.0,7,60.5,0,0,1
Academy Manufactor,Outlaws of Thunder Junction Commander,rare,Creature,3.0,6.87,261.0,11,60.5,0,0,1
Valakut Awakening // Valakut Stoneforge,Zendikar Rising,rare,Instant,3.0,14.89,520.0,11,60.5,0,0,0
Damn,The Lost Caverns of Ixalan Commander,rare,Sorcery,2.0,1.87,331.0,11,60.5,0,0,1
Lotus Field,Secrets of Strixhaven Commander,rare,Land,0.0,7.07,976.0,11,60.5,0,0,1
Darksteel Forge,Darksteel,rare,Artifact,9.0,38.39,1413.0,9,60.5,0,0,0
Vault of the Archangel,Tarkir: Dragonstorm Commander,rare,Land,0.0,0.59,453.0,7,60.5,0,0,1
Ancient Brass Dragon,Commander Legends: Battle for Baldur's Gate,mythic,Creature,7.0,43.79,1617.0,9,60.5,0,0,0
Thousand-Year Elixir,Commander 2013,rare,Artifact,3.0,15.14,904.0,12,60.0,0,0,1
"Mangara, the Diplomat",Secrets of Strixhaven Commander,rare,Creature,4.0,0.92,654.0,12,60.0,0,0,1
Secluded Courtyard,Lorwyn Eclipsed Commander,uncommon,Land,0.0,0.36,215.0,15,60.0,0,0,1
Yavimaya Hollow,Urza's Destiny,rare,Land,0.0,69.37,3751.0,8,60.0,1,0,0
Cruel Somnophage // Can't Wake Up,Wilds of Eldraine,rare,Creature,2.0,0.73,4638.0,15,60.0,0,0,0
Archmage's Newt,Outlaws of Thunder Junction,rare,Creature,2.0,0.15,12610.0,15,60.0,0,0,0
Cloud Key,Edge of Eternities Commander,rare,Artifact,3.0,1.06,657.0,12,60.0,0,0,1
Lighthouse Chronologist,Rise of the Eldrazi,mythic,Creature,2.0,15.28,12365.0,8,60.0,0,0,0
Unbreakable Formation,Ravnica Remastered,rare,Instant,3.0,1.35,519.0,12,60.0,0,0,1
Dusk Legion Duelist,March of the Machine,rare,Creature,2.0,2.91,2606.0,12,60.0,0,0,0
Grand Arbiter Augustin IV,Double Masters 2022,rare,Creature,4.0,16.42,1772.0,8,60.0,0,1,1
Farsight Ritual,Wilds of Eldraine,rare,Instant,4.0,0.26,12934.0,14,60.0,0,0,0
Arcane Adaptation,Ixalan,rare,Enchantment,3.0,4.34,3815.0,12,60.0,0,0,0
Panoptic Mirror,Darksteel,rare,Artifact,5.0,26.35,11274.0,8,60.0,0,1,0
Angel of Serenity,Secret Lair Drop,mythic,Creature,7.0,10.27,3471.0,8,60.0,0,0,1
Decadent Dragon // Expensive Taste,Wilds of Eldraine,rare,Creature,4.0,1.29,2946.0,15,60.0,0,0,0
Augur of Autumn,Innistrad: Double Feature,rare,Creature,3.0,5.33,1091.0,12,60.0,0,0,1
Realmwalker,Lorwyn Eclipsed Commander,rare,Creature,3.0,0.87,599.0,12,60.0,0,0,1
Withering Torment,Duskmourn: House of Horror,uncommon,Instant,3.0,3.41,312.0,15,60.0,0,0,0
Bramble Familiar // Fetch Quest,Wilds of Eldraine,rare,Creature,2.0,1.22,3144.0,15,60.0,0,0,0
Freestrider Lookout,Outlaws of Thunder Junction,rare,Creature,3.0,0.38,5371.0,15,60.0,0,0,0
An Offer You Can't Refuse,Foundations,uncommon,Instant,1.0,6.07,37.0,15,60.0,0,0,1
Caustic Bronco,Outlaws of Thunder Junction,rare,Creature,2.0,0.32,6418.0,15,60.0,0,0,0
Incubation Druid,March of the Machine Commander,rare,Creature,2.0,1.41,655.0,12,60.0,0,0,1
Storm the Vault // Vault of Catlacan,Rivals of Ixalan,rare,Enchantment,4.0,6.22,3225.0,12,60.0,0,0,0
Tireless Tracker,Edge of Eternities Commander,rare,Creature,3.0,0.26,604.0,12,60.0,0,0,1
Mind Stone,Secrets of Strixhaven Commander,uncommon,Artifact,2.0,0.73,31.0,14,60.0,0,0,1
Black Sun's Twilight,Phyrexia: All Will Be One,rare,Instant,1.0,0.37,4441.0,12,60.0,0,0,0
Emerald Medallion,Modern Horizons 3,rare,Artifact,2.0,2.65,615.0,13,59.5,0,0,1
Dovin's Veto,War of the Spark,uncommon,Instant,2.0,4.19,252.0,11,59.5,0,0,0
Apex Devastator,Commander Legends,mythic,Creature,10.0,4.88,1051.0,5,59.5,0,0,0
Crucible of Worlds,Tenth Edition,rare,Artifact,3.0,29.4,575.0,13,59.5,0,0,1
"Garruk, Primal Hunter",Commander 2021,mythic,Planeswalker,5.0,1.53,1898.0,7,59.5,0,0,1
Mishra's Workshop,Antiquities,rare,Land,0.0,3000.32,4213.0,5,59.5,1,1,0
Ad Nauseam,Double Masters,rare,Instant,5.0,31.32,1334.0,7,59.5,0,1,1
Ancient Bronze Dragon,Commander Legends: Battle for Baldur's Gate,mythic,Creature,7.0,19.96,2582.0,9,59.5,0,0,0
Culling Ritual,Secrets of Strixhaven Commander,rare,Sorcery,4.0,1.43,592.0,11,59.5,0,0,1
Thespian's Stage,Double Masters,rare,Land,0.0,0.45,541.0,11,59.5,0,0,1
Ancient Gold Dragon,Commander Legends: Battle for Baldur's Gate,mythic,Creature,7.0,35.56,2023.0,9,59.5,0,0,0
Talisman of Dominance,Murders at Karlov Manor Commander,uncommon,Artifact,2.0,2.7,90.0,11,59.5,0,0,1
All Is Dust,Commander Masters,mythic,Sorcery,7.0,3.96,932.0,7,59.5,0,0,1
Dazzling Theater // Prop Room,Duskmourn: House of Horror,rare,Enchantment,7.0,0.67,1845.0,16,59.0,0,0,0
Hired Claw,Bloomburrow,rare,Creature,1.0,0.73,10617.0,15,59.0,0,0,0
Emberheart Challenger,Bloomburrow,rare,Creature,2.0,0.66,8822.0,15,59.0,0,0,0
Academy Ruins,Double Masters,rare,Land,0.0,8.91,499.0,8,59.0,0,0,1
Acidic Slime,Secret Lair Drop,rare,Creature,5.0,4.48,1337.0,12,59.0,0,0,1
Extraordinary Journey,Wilds of Eldraine,rare,Enchantment,2.0,0.26,9640.0,15,59.0,0,0,0
Blade of Shared Souls,Phyrexia: All Will Be One,rare,Artifact,3.0,0.2,11717.0,12,59.0,0,0,0
Platinum Emperion,Ultimate Masters,mythic,Creature,8.0,17.65,4906.0,8,59.0,0,0,1
Reliquary Tower,Secrets of Strixhaven Commander,uncommon,Land,0.0,2.93,10.0,12,59.0,0,0,1
Duelist of the Mind,Outlaws of Thunder Junction,rare,Creature,2.0,0.34,9764.0,15,59.0,0,0,0
Blue Sun's Twilight,Phyrexia: All Will Be One,rare,Sorcery,2.0,0.56,3945.0,12,59.0,0,0,0
Elvish Archivist,Wilds of Eldraine,rare,Creature,2.0,0.31,8078.0,15,59.0,0,0,0
Into the Flood Maw,Bloomburrow,uncommon,Instant,1.0,2.37,819.0,15,59.0,0,0,0
Time Warp,Magic 2010,mythic,Sorcery,5.0,13.42,1989.0,10,59.0,0,0,1
"Fortune, Loyal Steed",Outlaws of Thunder Junction,rare,Creature,3.0,0.22,7451.0,15,59.0,0,0,0
"Calamity, Galloping Inferno",Outlaws of Thunder Junction,rare,Creature,6.0,0.26,6031.0,15,59.0,0,0,0
Colossal Rattlewurm,Outlaws of Thunder Junction,rare,Creature,4.0,0.27,9172.0,15,59.0,0,0,0
Dust Animus,Outlaws of Thunder Junction,rare,Creature,2.0,0.26,11956.0,15,59.0,0,0,0
Greater Auramancy,Shadowmoor,rare,Enchantment,2.0,15.88,2322.0,12,59.0,0,0,0
Baleful Mastery,Outlaws of Thunder Junction Commander,rare,Instant,4.0,5.22,1260.0,12,59.0,0,0,1
Serra Ascendant,Secret Lair Drop,rare,Creature,1.0,24.98,963.0,12,59.0,0,0,1
Faunsbane Troll,Wilds of Eldraine,rare,Creature,4.0,0.13,27096.0,15,59.0,0,0,0
"Baral, Chief of Compliance",Secret Lair Drop,rare,Creature,2.0,6.63,1277.0,12,59.0,0,0,1
Evolving Wilds,Wilds of Eldraine,common,Land,0.0,0.37,17.0,19,59.0,0,0,1
Altar of Dementia,Modern Horizons,rare,Artifact,2.0,18.28,610.0,12,59.0,0,0,1
Errant and Giada,March of the Machine,rare,Creature,3.0,0.3,7656.0,12,59.0,0,0,0
Dissection Tools,Duskmourn: House of Horror,rare,Artifact,5.0,0.14,7922.0,16,59.0,0,0,0
Dolmen Gate,The List,rare,Artifact,2.0,26.49,1378.0,12,59.0,0,0,1
Cruelclaw's Heist,Bloomburrow,rare,Sorcery,2.0,0.38,5744.0,16,59.0,0,0,0
